id,nome,cpf,data_nascimento
7524,Natalia Pereira,366.162.523-37,1952-11-18
7525,Samuel Souza,973.349.452-63,1951-05-08
7526,Sofia Ribeiro,242.052.673-20,1996-07-03
7527,Nicolas Dias,076.131.876-32,1970-07-02
7528,William Gomes,400.220.267-46,2000-02-27
7529,Samuel Martins,951.270.570-26,1964-05-03
7530,Lucas Rodrigues,038.200.003-05,2002-09-19
7531,Ana Souza,108.009.282-02,1960-01-30
7532,Ana Rodrigues,887.815.141-66,1991-10-05
7533,Nicolas Rocha,265.401.624-21,1962-07-08
7534,Vinicius Ribeiro,553.870.979-58,1958-01-03
7535,Andre Lima,220.583.283-29,1992-02-14
7536,Daniela Ribeiro,875.449.632-25,1973-10-29
7537,Isabela Lima,660.472.948-63,1973-12-12
7538,Isabela Costa,090.014.310-03,1956-01-24
7539,Henrique Santos,970.670.430-26,1964-05-27
7540,Taina Oliveira,935.080.542-17,1968-05-18
7541,Patricia Ribeiro,741.518.134-46,1965-11-14
7542,Rafael Mendes,151.473.990-97,1979-03-26
7543,Patricia Araujo,999.155.728-83,1993-05-01
7544,Eduardo Cardoso,418.162.826-42,1960-04-29
7545,Mariana Ferreira,243.419.173-82,2001-06-29
7546,Andre Rocha,329.544.055-70,1974-01-18
7547,Eduardo Almeida,218.270.062-50,1988-07-06
7548,Samuel Martins,108.447.607-06,1994-03-21
7549,Vinicius Mendes,989.628.674-43,1969-07-30
7550,Patricia Rodrigues,989.852.588-69,1955-03-31
7551,Valter Rocha,625.255.803-62,1960-02-22
7552,Andre Almeida,953.131.352-01,1955-12-26
7553,Valter Mendes,575.174.319-94,1966-08-20
7554,Gabriel Pereira,197.314.572-32,1988-05-08
7555,Daniel Lima,258.660.194-77,1985-12-24
7556,Fernanda Oliveira,608.107.452-83,1981-10-22
7557,Valter Cardoso,615.085.511-20,1954-05-25
7558,Rafael Silva,306.154.710-05,1978-08-23
7559,Joao Cardoso,703.713.119-93,1977-09-18
7560,Helena Araujo,100.366.606-04,1968-10-27
7561,Isabela Cardoso,798.815.945-37,1988-06-17
7562,Camila Ferreira,955.991.524-05,1966-03-07
7563,Lucas Gomes,090.161.536-67,1972-12-29
7564,Taina Almeida,162.300.300-80,1977-08-18
7565,Carlos Costa,082.350.968-03,1997-12-22
7566,Nicolas Cardoso,311.496.386-21,1994-06-14
7567,Gabriel Cardoso,444.121.917-29,1954-08-05
7568,Eduardo Pereira,217.894.260-14,1967-08-20
7569,Isabela Silva,039.029.154-47,1962-03-29
7570,Carlos Dias,428.398.112-51,1960-04-28
7571,Beatriz Gomes,970.124.423-01,1985-08-02
7572,Ana Pereira,567.322.917-85,1959-04-12
7573,Julia Almeida,209.554.093-06,1975-02-02
7574,Patricia Ferreira,886.914.803-35,1952-06-25
7575,Felipe Martins,569.300.903-36,1995-08-06
7576,Lucas Gomes,567.613.428-30,1961-09-19
7577,Patricia Rodrigues,443.047.142-87,1993-07-15
7578,Helena Silva,513.954.149-12,1959-12-12
7579,Henrique Oliveira,112.842.561-03,2003-08-04
7580,Felipe Costa,326.862.513-44,1991-12-23
7581,Lucas Pereira,769.055.590-08,1996-01-09
7582,Valentina Mendes,310.344.694-28,1969-04-27
7583,Camila Araujo,498.209.768-20,1956-09-04
7584,Isabela Araujo,888.901.226-92,2005-10-21
7585,Tiago Ribeiro,190.629.442-99,1952-05-03
7586,Daniel Costa,030.657.128-57,1994-09-23
7587,Carlos Rodrigues,348.080.136-65,1955-01-18
7588,Valter Rocha,474.214.254-38,1998-02-06
7589,Larissa Araujo,189.804.576-34,2002-05-12
7590,Larissa Costa,962.584.707-34,1964-01-03
7591,Gabriela Nascimento,699.959.053-29,1954-02-07
7592,Sofia Carvalho,319.740.639-76,1982-05-03
7593,William Santos,700.974.073-99,1971-06-28
7594,Tiago Nascimento,351.090.933-00,1958-01-12
7595,Paulo Martins,839.859.146-30,2005-07-11
7596,Rafaela Ferreira,663.918.900-30,2002-04-06
7597,Gabriela Mendes,073.218.951-90,1974-05-27
7598,Daniela Dias,734.860.717-93,1993-09-03
7599,Andre Lima,507.568.680-09,1976-06-12
7600,Marcos Nascimento,900.138.859-01,1989-11-19
7601,Rafael Araujo,191.392.117-46,1954-12-09
7602,Andre Rocha,466.961.479-77,1990-12-01
7603,Tiago Rodrigues,892.694.813-79,1972-03-11
7604,Daniel Pereira,954.005.453-27,1952-06-27
7605,Valter Pereira,143.166.518-54,2003-04-04
7606,Thiago Dias,403.640.298-62,1958-02-02
7607,Henrique Mendes,783.326.210-20,1952-01-30
7608,Patricia Cardoso,589.472.915-79,1983-04-12
7609,Fernanda Gomes,219.836.230-91,1998-01-24
7610,Eduarda Araujo,260.761.242-02,1954-07-05
7611,Valter Carvalho,156.820.727-15,2003-05-15
7612,Tiago Dias,949.940.189-01,1996-10-11
7613,Tiago Costa,662.936.740-57,1995-06-21
7614,Gabriel Ribeiro,600.229.570-49,1970-01-10
7615,Valter Rocha,355.341.760-91,1993-02-05
7616,Vinicius Mendes,767.993.689-76,1961-02-11
7617,Vinicius Ribeiro,209.846.347-20,1989-11-28
7618,Joao Carvalho,154.633.441-67,2004-12-08
7619,Beatriz Souza,280.291.439-15,1973-03-11
7620,Isabela Santos,748.015.597-27,1964-11-20
7621,Camila Ribeiro,652.271.926-69,1999-03-30
7622,Antonio Araujo,500.967.083-60,1968-07-02
7623,Paulo Mendes,806.973.382-90,1995-06-26
7624,Lucas Mendes,991.723.528-09,1998-04-08
7625,Fernanda Ribeiro,136.992.871-81,1952-03-24
7626,Antonio Costa,397.704.313-70,1976-03-05
7627,Carlos Ribeiro,163.888.328-90,2004-09-29
7628,William Araujo,105.754.981-96,1960-05-18
7629,Daniela Cardoso,098.166.089-44,1999-05-25
7630,Vinicius Oliveira,128.147.143-76,1999-07-03
7631,Valentina Santos,115.403.359-76,1988-02-09
7632,Thiago Santos,070.553.096-54,1962-01-20
7633,Marcos Araujo,186.986.830-70,1959-12-24
7634,Igor Nascimento,626.094.927-82,1977-07-28
7635,Daniel Almeida,795.696.826-71,1955-03-26
7636,Felipe Dias,280.417.958-38,1998-02-13
7637,Natalia Santos,335.003.766-65,1953-07-04
7638,Beatriz Costa,855.038.471-21,1950-08-03
7639,Gabriel Mendes,973.173.672-73,1972-05-06
7640,Eduarda Santos,109.459.751-12,1972-05-18
7641,Antonio Oliveira,207.308.163-03,1975-12-03
7642,Nicolas Oliveira,105.027.257-96,1990-12-24
7643,Larissa Martins,195.843.612-79,1994-07-10
7644,Mariana Ribeiro,858.243.482-00,1962-10-20
7645,Paulo Silva,857.623.623-02,2001-09-06
7646,Eduarda Martins,135.024.855-00,1965-11-07
7647,Bruno Ferreira,870.880.635-73,1993-01-07
7648,Isabela Rocha,898.205.413-87,1991-12-22
7649,Larissa Cardoso,291.271.643-81,1959-12-03
7650,Felipe Dias,580.068.411-10,1988-05-03
7651,Beatriz Costa,012.212.584-35,1994-01-22
7652,Isabela Almeida,874.848.936-09,2001-03-04
7653,Nicolas Silva,225.091.357-91,2000-06-01
7654,Eduarda Rodrigues,742.141.570-01,2000-12-04
7655,Vinicius Ribeiro,210.460.598-90,2003-03-25
7656,Tiago Costa,611.044.761-77,1975-08-31
7657,Tiago Carvalho,340.501.368-21,1959-01-21
7658,Vinicius Lima,575.452.355-68,1995-12-28
7659,Vinicius Araujo,295.505.524-70,1956-02-23
7660,Fernanda Silva,871.540.992-91,1965-06-25
7661,William Rodrigues,466.297.254-09,1999-09-04
7662,Patricia Ribeiro,459.957.263-23,1976-12-24
7663,Paulo Ribeiro,500.230.972-05,2003-05-22
7664,Eduardo Araujo,828.661.982-04,1995-12-07
7665,Andre Dias,040.620.943-04,1975-05-06
7666,Gabriela Silva,230.130.113-35,1962-06-11
7667,Eduardo Almeida,398.868.496-14,1988-03-23
7668,Gabriel Mendes,673.481.539-09,1957-09-27
7669,Larissa Costa,190.436.056-46,2001-03-29
7670,Camila Carvalho,364.446.944-00,1962-05-08
7671,Daniela Souza,067.099.053-14,1953-05-15
7672,Patricia Costa,615.187.104-92,1951-10-10
7673,Valter Carvalho,646.389.892-92,1962-08-22
7674,Paulo Lima,014.497.905-50,1994-04-18
7675,Patricia Gomes,805.416.318-53,2004-01-10
7676,Julia Araujo,500.692.153-67,2004-10-07
7677,Antonio Silva,506.748.179-07,1998-03-15
7678,Tiago Santos,330.393.758-30,1959-06-08
7679,Natalia Silva,121.709.944-16,2002-10-26
7680,Andre Araujo,181.341.029-13,1952-06-08
7681,Henrique Oliveira,691.853.610-97,1987-03-04
7682,Marcos Silva,769.670.258-05,2005-10-20
7683,Gabriela Pereira,717.732.685-54,1994-05-08
7684,Rafael Souza,052.894.168-20,1988-01-15
7685,Patricia Souza,855.256.767-96,1998-06-05
7686,Igor Dias,054.116.691-38,1957-10-02
7687,Carlos Rodrigues,405.242.699-12,1986-12-03
7688,Thiago Martins,976.869.900-01,1991-12-06
7689,Samuel Costa,816.041.379-32,1988-01-16
7690,Taina Santos,497.038.341-32,1950-04-03
7691,Rafaela Souza,115.577.018-81,1969-12-12
7692,Ana Nascimento,849.082.456-81,1951-03-25
7693,William Lima,320.130.223-60,2001-02-22
7694,Rafaela Ribeiro,403.571.338-46,1973-05-13
7695,Sofia Nascimento,278.121.965-77,1993-02-01
7696,Patricia Ribeiro,154.960.660-34,1990-03-01
7697,Henrique Martins,471.243.468-60,1969-10-16
7698,Sofia Mendes,549.751.579-77,1996-12-14
7699,Beatriz Silva,583.269.736-70,1954-09-24
7700,Henrique Almeida,017.982.109-16,1980-03-13
7701,William Costa,783.328.596-03,2000-04-25
7702,Patricia Carvalho,511.610.651-99,1978-02-19
7703,Fernanda Rodrigues,822.262.936-04,1980-06-10
7704,Nicolas Cardoso,349.960.520-15,1977-02-23
7705,Rafael Cardoso,252.679.138-39,1994-12-14
7706,Daniel Souza,586.940.948-94,1991-10-09
7707,Daniela Mendes,829.917.807-03,1985-03-11
7708,Gabriel Oliveira,545.806.187-00,1954-09-21
7709,Antonio Souza,365.122.016-80,1968-02-22
7710,Daniel Araujo,691.364.725-57,2003-03-17
7711,Samuel Ribeiro,684.212.289-94,1997-07-07
7712,Andre Rodrigues,541.430.194-85,1966-01-11
7713,Felipe Araujo,363.251.531-03,1953-12-08
7714,Sofia Almeida,080.453.100-57,1965-04-24
7715,Andre Dias,047.547.691-39,1991-10-14
7716,Fernanda Almeida,595.184.691-99,1992-06-17
7717,Isabela Mendes,471.271.992-30,1993-11-19
7718,Julia Lima,198.783.333-37,1954-12-20
7719,Henrique Ribeiro,597.613.552-84,1962-06-17
7720,Ana Pereira,279.617.700-97,1957-11-02
7721,Larissa Cardoso,085.517.294-03,1998-12-28
7722,Samuel Dias,833.119.896-43,1999-05-29
7723,Rafaela Ribeiro,405.256.406-57,1952-02-28
7724,Bruno Ferreira,432.900.889-01,1980-03-21
7725,Ana Rocha,157.275.063-44,1987-01-20
7726,Julia Pereira,982.250.538-85,1985-02-02
7727,Andre Rodrigues,123.584.842-61,1955-06-22
7728,Tiago Carvalho,184.446.204-83,1966-10-23
7729,Valter Gomes,797.273.139-06,1964-07-30
7730,Eduarda Oliveira,808.293.807-28,1974-09-02
7731,Natalia Mendes,572.903.216-18,1979-12-27
7732,Gabriela Gomes,567.337.610-33,1990-10-12
7733,Helena Araujo,787.659.732-75,1976-02-02
7734,Gabriel Silva,570.502.119-40,1962-04-09
7735,Bruno Silva,583.682.517-37,1954-04-29
7736,Isabela Carvalho,552.674.693-35,1975-08-12
7737,Valter Rodrigues,222.837.213-77,1950-09-19
7738,Larissa Nascimento,322.044.840-24,1952-03-24
7739,Ana Carvalho,534.446.227-16,2004-03-22
7740,Helena Mendes,172.724.334-00,1991-12-16
7741,Igor Costa,048.443.762-33,1999-07-30
7742,Isabela Gomes,599.484.827-19,1981-05-05
7743,Tiago Ferreira,559.876.941-75,1971-05-04
7744,Antonio Silva,871.062.359-03,1959-10-31
7745,Felipe Rocha,318.244.649-59,1978-11-28
7746,Felipe Ferreira,566.020.762-64,1975-02-04
7747,Andre Souza,309.612.734-45,1996-10-22
7748,Bruno Nascimento,949.418.442-46,1989-02-03
7749,Andre Carvalho,953.705.754-28,2005-07-05
7750,Valentina Souza,587.449.150-39,1965-07-13
7751,Isabela Costa,951.858.976-35,1996-03-12
7752,Eduarda Souza,655.089.149-35,1955-07-10
7753,Paulo Araujo,699.157.480-51,1955-05-17
7754,Valter Mendes,690.802.678-72,1962-12-05
7755,Julia Carvalho,909.342.749-08,1990-05-05
7756,Nicolas Lima,752.281.551-71,1978-05-17
7757,Felipe Costa,499.372.995-27,1962-03-03
7758,Beatriz Carvalho,301.604.263-08,1994-05-08
7759,Daniel Dias,972.984.685-53,1995-08-23
7760,Bruno Araujo,605.057.599-18,1992-04-20
7761,Daniel Rodrigues,929.188.194-50,1953-08-30
7762,Carlos Carvalho,846.529.189-68,1967-07-06
7763,Daniel Mendes,058.307.682-32,1950-02-18
7764,Andre Carvalho,260.244.211-92,1993-05-22
7765,Patricia Mendes,496.274.368-60,1977-09-04
7766,Rafael Ribeiro,070.134.223-47,1979-02-05
7767,Andre Silva,440.571.062-78,1952-11-23
7768,Nicolas Santos,201.104.125-24,1995-09-30
7769,Nicolas Martins,049.602.250-41,2005-10-13
7770,Julia Silva,119.885.526-64,1957-08-18
7771,Marcos Pereira,827.026.125-47,2000-08-07
7772,Helena Araujo,976.040.271-80,1997-10-23
7773,Natalia Silva,100.849.525-55,1973-05-29
7774,Beatriz Silva,351.889.345-90,1994-03-17
7775,Eduardo Lima,947.897.926-41,2002-01-15
7776,Daniela Souza,616.466.632-50,1989-01-25
7777,Henrique Almeida,188.297.876-55,1998-09-21
7778,Isabela Lima,584.851.662-64,1988-03-24
7779,Patricia Gomes,754.845.240-32,1981-01-18
7780,Taina Oliveira,683.314.214-93,1991-12-07
7781,Larissa Almeida,803.270.554-64,1975-01-02
7782,Ana Costa,741.243.205-23,1997-06-05
7783,Thiago Costa,079.042.661-72,1971-12-14
7784,Eduardo Araujo,634.852.852-93,2004-08-12
7785,Andre Mendes,031.201.327-21,2004-04-06
7786,Felipe Mendes,559.652.117-59,1993-12-23
7787,Samuel Silva,028.105.939-06,1951-11-28
7788,Rafaela Santos,641.670.214-20,2000-09-24
7789,Larissa Dias,078.340.107-86,1991-03-12
7790,Helena Ribeiro,021.098.593-34,1955-01-25
7791,Henrique Silva,843.829.135-00,1967-02-25
7792,Thiago Carvalho,118.727.429-12,1967-05-21
7793,Patricia Souza,756.136.311-74,1982-07-31
7794,Thiago Ferreira,955.491.780-52,1999-01-10
7795,Samuel Gomes,576.341.625-23,1969-12-25
7796,Gabriela Martins,402.373.930-85,1973-12-25
7797,Daniel Araujo,412.986.037-22,1993-01-30
7798,Tiago Silva,542.531.702-69,1994-04-06
7799,Joao Nascimento,217.887.287-50,1995-08-13
7800,Isabela Ferreira,500.312.354-09,1996-01-13
7801,Patricia Martins,625.396.718-53,1968-11-16
7802,Isabela Rodrigues,953.021.559-23,1981-04-08
7803,Larissa Pereira,393.159.105-08,1958-05-16
7804,Rafael Gomes,079.722.810-17,2000-01-16
7805,Thiago Oliveira,887.089.850-49,1953-09-26
7806,Camila Almeida,889.113.203-90,1985-10-28
7807,Antonio Rocha,603.374.961-88,1965-02-15
7808,Felipe Rocha,072.807.934-87,1976-03-17
7809,Henrique Dias,690.910.231-20,2001-10-26
7810,Rafaela Araujo,980.446.007-60,2001-08-06
7811,Eduarda Dias,492.359.202-80,1993-07-27
7812,Natalia Santos,499.780.550-53,1959-07-23
7813,Valter Carvalho,301.116.705-27,1959-06-08
7814,Helena Souza,075.353.542-46,1972-01-30
7815,Henrique Ribeiro,375.584.912-74,1999-04-26
7816,Larissa Ferreira,424.914.859-90,1985-10-06
7817,Gabriela Mendes,946.585.473-50,2005-06-25
7818,Samuel Rocha,301.612.792-01,1976-09-28
7819,Larissa Ferreira,281.150.716-76,1997-09-09
7820,Tiago Pereira,321.711.467-10,1978-05-27
7821,Natalia Santos,157.055.701-20,1974-09-12
7822,Rafaela Silva,276.799.182-87,1974-08-10
7823,Taina Silva,428.324.200-44,2004-04-23
7824,Bruno Carvalho,108.429.796-54,1992-07-05
7825,Felipe Lima,263.331.325-60,1987-04-13
7826,Larissa Souza,274.140.551-40,1988-12-10
7827,Helena Dias,772.916.169-99,1969-10-08
7828,Taina Rocha,617.464.878-87,1966-09-28
7829,Camila Nascimento,952.075.704-04,1984-06-24
7830,Taina Cardoso,371.530.376-08,1967-01-26
7831,Gabriela Nascimento,481.674.312-07,1960-11-13
7832,Rafael Costa,725.967.347-88,1978-06-19
7833,Mariana Oliveira,784.164.756-52,1952-02-02
7834,Vinicius Oliveira,575.415.796-70,1960-10-09
7835,Sofia Pereira,823.428.209-33,1989-04-09
7836,Paulo Mendes,622.353.422-13,1960-09-13
7837,Patricia Pereira,868.797.325-00,2000-12-17
7838,Samuel Rocha,609.939.475-30,1999-01-20
7839,Daniel Dias,893.443.280-21,1958-12-07
7840,Vinicius Carvalho,094.517.790-94,1959-09-28
7841,Marcos Souza,548.949.505-70,1972-05-30
7842,Eduardo Pereira,360.768.263-12,1989-12-13
7843,Valentina Silva,685.964.652-78,1956-01-02
7844,Bruno Nascimento,248.956.654-70,1987-11-17
7845,Valentina Rodrigues,989.979.307-88,1950-06-01
7846,Ana Carvalho,666.052.261-19,1962-04-05
7847,Valter Nascimento,130.520.640-10,2000-07-18
7848,Daniela Dias,170.669.354-03,1995-10-03
7849,Vinicius Oliveira,021.140.915-46,1978-01-30
7850,Rafael Oliveira,673.833.997-65,1950-03-04
7851,Valentina Dias,835.632.770-95,1969-03-17
7852,Felipe Souza,932.887.525-06,1992-01-05
7853,Henrique Cardoso,752.643.797-50,2003-02-15
7854,Marcos Gomes,254.217.191-20,1987-04-11
7855,Paulo Carvalho,959.826.349-56,1976-05-14
7856,Andre Dias,053.754.990-02,1974-09-20
7857,Vinicius Gomes,114.101.089-53,1997-12-05
7858,Joao Costa,690.594.713-00,1994-04-10
7859,Mariana Rocha,266.695.981-30,1997-07-18
7860,Mariana Nascimento,039.473.125-55,1975-02-06
7861,William Nascimento,075.149.767-36,1977-10-16
7862,Camila Santos,286.741.607-86,1971-06-16
7863,Eduarda Rocha,850.478.825-35,1982-07-10
7864,Eduardo Martins,128.240.828-36,1990-07-19
7865,Helena Araujo,406.470.887-38,1953-01-08
7866,Sofia Lima,916.073.027-72,1982-07-18
7867,Rafael Nascimento,943.205.000-91,2003-04-22
7868,Taina Rodrigues,659.607.545-17,1973-08-25
7869,Larissa Costa,336.069.434-15,1989-10-12
7870,Helena Rocha,693.215.299-18,1982-05-15
7871,Tiago Ferreira,170.885.481-94,2000-03-21
7872,Nicolas Pereira,649.094.125-22,1977-07-25
7873,Lucas Pereira,463.303.458-80,1975-08-07
7874,Ana Rocha,430.894.366-39,1987-09-12
7875,Valentina Nascimento,054.719.961-94,1970-03-06
7876,Beatriz Martins,957.071.308-96,1952-08-16
7877,Isabela Mendes,785.272.440-04,1987-05-14
7878,Tiago Gomes,351.717.118-28,1995-09-12
7879,Helena Pereira,131.723.613-06,1961-04-11
7880,Rafael Santos,001.959.408-90,1992-07-03
7881,Sofia Dias,503.346.705-00,1991-02-26
7882,Igor Rodrigues,641.402.269-19,1981-04-01
7883,Henrique Costa,094.846.180-22,1963-04-30
7884,Paulo Mendes,239.884.377-78,1961-04-03
7885,Fernanda Souza,831.851.753-95,1952-12-28
7886,William Nascimento,204.868.182-41,1954-10-18
7887,Taina Souza,292.506.983-56,1965-12-12
7888,Daniela Carvalho,456.863.146-75,1999-10-09
7889,Marcos Silva,411.516.695-98,1978-02-21
7890,Mariana Dias,218.112.464-78,1996-11-27
7891,Samuel Santos,788.990.707-92,1994-03-10
7892,Rafaela Silva,983.922.282-19,1960-11-04
7893,Ana Pereira,152.348.417-90,1959-10-12
7894,Tiago Almeida,225.717.791-68,1996-03-12
7895,Carlos Santos,641.977.320-23,1969-06-21
7896,Felipe Silva,714.987.037-63,1997-06-29
7897,Sofia Carvalho,576.763.141-78,1968-09-18
7898,Fernanda Dias,299.322.394-10,1994-02-28
7899,Rafael Santos,005.067.156-12,1986-04-16
7900,Natalia Ferreira,856.880.109-91,2004-05-27
7901,Vinicius Nascimento,348.290.450-27,1982-05-07
7902,Marcos Rodrigues,266.305.625-18,2003-03-24
7903,Igor Pereira,237.091.442-48,1998-02-22
7904,Paulo Carvalho,583.160.496-94,1953-07-28
7905,William Oliveira,330.772.629-32,1963-03-07
7906,Nicolas Araujo,504.532.824-74,1998-08-19
7907,Daniel Mendes,025.769.985-69,1995-12-29
7908,Thiago Rodrigues,972.510.896-53,1989-03-30
7909,Valter Souza,728.855.189-01,1982-12-17
7910,Andre Almeida,945.345.238-66,1982-10-19
7911,Julia Oliveira,461.110.559-84,1991-06-26
7912,Tiago Carvalho,223.413.242-82,1987-02-17
7913,Julia Mendes,989.365.195-65,1986-12-31
7914,Andre Carvalho,560.356.619-12,1994-03-22
7915,Mariana Rocha,964.176.570-19,1993-05-22
7916,Igor Dias,491.200.325-52,1995-12-15
7917,Eduardo Ferreira,370.216.987-39,1952-06-21
7918,Tiago Souza,266.717.382-11,1969-04-13
7919,Natalia Nascimento,971.302.715-90,1957-12-02
7920,Natalia Rodrigues,269.018.736-11,1972-01-12
7921,Marcos Ferreira,274.208.600-50,1966-01-05
7922,Fernanda Dias,124.164.479-98,1986-08-24
7923,Paulo Cardoso,248.932.317-23,1973-05-14
7924,Rafael Lima,874.152.031-94,1976-10-30
7925,Joao Ribeiro,488.061.747-46,1972-01-11
7926,Nicolas Almeida,669.471.834-99,1975-03-14
7927,William Dias,856.472.553-37,1988-01-25
7928,Andre Ribeiro,560.592.338-21,2002-01-23
7929,Helena Gomes,169.130.683-52,1959-03-24
7930,Larissa Dias,285.034.135-58,2005-03-11
7931,Beatriz Nascimento,067.151.525-00,1999-04-23
7932,Eduardo Costa,170.087.813-18,1965-09-04
7933,William Rocha,111.182.798-24,1977-04-06
7934,Camila Ribeiro,827.345.998-56,1984-06-28
7935,Carlos Dias,898.920.858-09,1966-03-21
7936,Taina Gomes,503.163.073-60,1968-08-14
7937,Carlos Dias,985.751.225-92,1968-03-01
7938,Marcos Martins,984.828.241-63,1955-07-24
7939,Taina Pereira,071.015.633-25,2002-02-07
7940,Fernanda Mendes,075.764.493-73,1965-07-03
7941,Isabela Rocha,330.742.328-20,2004-03-31
7942,Rafaela Souza,049.880.694-43,1974-04-09
7943,Beatriz Martins,372.136.615-82,2004-05-03
7944,Larissa Cardoso,224.963.825-02,1983-11-10
7945,Vinicius Araujo,169.917.554-35,1958-01-18
7946,Rafaela Rodrigues,081.511.300-59,1957-03-13
7947,Beatriz Gomes,899.114.434-93,1962-04-26
7948,Sofia Rocha,415.613.546-27,1983-10-21
7949,Mariana Rocha,073.875.656-35,1960-11-08
7950,Tiago Souza,129.490.401-95,1962-12-01
7951,Lucas Pereira,419.750.288-56,1991-01-18
7952,Mariana Almeida,817.454.985-40,1987-02-01
7953,Larissa Araujo,577.778.321-07,1997-04-16
7954,Eduardo Araujo,337.265.683-01,1990-07-09
7955,Julia Santos,045.165.591-53,1979-06-03
7956,Daniela Nascimento,827.335.021-58,1977-06-22
7957,Julia Oliveira,721.998.982-29,1969-09-19
7958,Igor Pereira,242.823.442-02,2005-10-22
7959,Camila Araujo,122.302.530-69,1950-05-04
7960,Lucas Pereira,324.844.440-10,1980-06-06
7961,Fernanda Rodrigues,748.870.554-80,1997-06-03
7962,Ana Santos,572.529.449-80,1970-08-14
7963,Camila Rocha,982.332.153-17,1965-01-11
7964,Paulo Costa,332.018.616-77,1965-06-01
7965,Felipe Lima,560.980.787-50,1961-05-21
7966,Eduarda Souza,384.704.022-77,1993-10-15
7967,Sofia Dias,300.382.955-63,1970-04-25
7968,Eduardo Almeida,157.370.388-58,1980-05-26
7969,Igor Araujo,260.333.606-13,1967-05-24
